Title,Servings,Ready in (minutes),Source URL,Image,Calories,Carbs (g),Fat (g),Protein (g),Ingredients,Instructions
Whole Wheat Blueberry Muffins,12,45,https://www.foodista.com/recipe/WKQFWNZK/whole-wheat-blueberry-muffins,https://img.spoonacular.com/recipes/665273-556x370.jpg,291.12,17.19,10.44,32.68,"1 1/2 teaspoon baking powder, 1 teaspoon baking soda, 2 very ripe large bananas, 7 ounces fresh blueberries, 1 cup melted butter, 1 1/4 cup buttermilk, 1 large egg, lightly beaten, 1/2 cup light brown sugar, 1 teaspoon raw sugar, pinch of fine sea salt, 2 cups whole wheat flour","<ol><li>Preheat oven to 350 degrees an line a muffin tin with paper or silicon cups.</li><li>Peel bananas and mash them in a bowl. Set aside.</li><li>In a large bowl, combine flour, baking powder, baking soda, salt and light brown sugar. Make a well in the center an add buttermilk, beaten egg, olive oil (or butter) and bananas. Combine until just mixed. Do not overmix! Add in blueberries and give a couple of stirs.</li><li>Spoon batter into muffin cups until full and then sprinkle the tops with raw sugar. Bake for 20 - 25 minutes until golden brown.</li><li>Let cool a few minutes in the pan and then transfer to a wire rack to cool completely.</li></ol>"
Classic Eggs Benedict,4,45,https://www.foodista.com/recipe/5VF7K8CP/eggs-benedict,https://img.spoonacular.com/recipes/639594-556x370.jpg,197.5,8.96,2.61,14.43,"1 package Knorr Hollandaise Sauce, prepared according to package directions (or see notes in About section for a homemade version), 4 Slices Canadian Bacon or ham, 2 English Muffins, 1/2 teaspoon white vinegar (optional), 4 Eggs","Prepare Knorr Hollandaise Sauce according to package instructions. Brown Canadian Bacon in a frying pan and toast English muffins. While bacon is cooking, poach the eggs. Fill a medium sized sauce pan half way with water. Add 1/2 teaspoon of white vinegar (this is optional but the vinegar helps hold the egg together). Bring to a gentle boil and carefully add eggs (1-2 at a time works best). Poach eggs for 2-3 minutes or until yolk has set to your preference. Remove eggs one at a time with a slotted spoon. Layer ingredients as follows: English muffin, Canadian Bacon, Eggs, Hollandaise Sauce."
Chocoholic's Deep Dark Dream Chiffon Cake,16,45,https://www.foodista.com/recipe/PVY6548N/chocoholics-deep-dark-dream-chiffon-cake,https://img.spoonacular.com/recipes/638797-556x370.jpg,342.36,15.03,7.61,51.17,"1 cup all purpose flour, 2 teaspoons baking powder, 1/4 cup butter, 2 tablespoons butter, 3 1/2 ounces 80%% dark Belgium chocolate (cut into small pieces), 1/4 cup dark cocoa, 1/4 cup or more 35%% cream, 1/2 cup 35%% cream, 1/4 teaspoon cream of tartar, 3/4 dark Dutch cocoa, 6 egg whites, 5 egg yolks beaten, 2 cups icing sugar, 1/2 teaspoon salt, 1 cup sugar, cup sugar, 1/2 teaspoon vanilla, cup vegetable oil, 2/3 cup boiling water","<ol><li>Cake:</li><li>In a bowl add the cocoa and pour in the boiling water. Stir to combine and let cool.</li><li>In a large mixing bowl combine the flour, 1 cup sugar, baking powder and salt.</li><li>In a separate bowl add the 6 egg whites and cream of tartar. With an electric mixer beat the egg whites until soft peaks form, gradually add the 1/3 cup sugar and beat until firm but not dry.</li><li>Make a well in the dry ingredients.</li><li>Add the oil, egg yolks, vanilla and cooled cocoa. Beat until smooth.</li><li>Mix in about a 1/4 of the egg whites to loosen the batter and then fold in the remainder of the egg whites.</li><li>Pour into 2-8 inch prepared cake pans and bake at a preheated 350 F oven for 30-35 minutes. The cake is done when a wooden skewer inserted in the center comes out clean.</li><li>Filling:</li><li>With and electric mixer, blend the sugar, cocoa and butter, add the vanilla and cream. Mix and add more cream to obtain the desired texture.</li><li>Topping:</li><li>In a double boiler or microwave bring the cream to just below the boiling point. Add the chocolate pieces and butter, and with a wooden spoon stir to blend. Allow to cool, this will thicken the ganache gor the topping.</li><li>Assembly:</li><li>With a long knife, slice the cakes in the center to  obtain 4 layers in all.  Sprinkle some Kirsch or other favourite liqueur on the first layer of cake and spread a thin layer of the filling. Place raspberry halves on the filling and place a second layer of cake on top. Continue in the same manner until the remaining 2 layer are filled, leaving the top layer to be iced with the ganache topping.</li></ol>"
Citrusy Pecan Garbanzo Couscous: A Salad For Cold Weather,2,45,http://www.foodista.com/recipe/W3MZ2T66/citrusy-pecan-garbanzo-couscous-a-salad-for-cold-weather,https://img.spoonacular.com/recipes/639535-556x370.jpg,570.41,18.09,2.01,89.69,"1 ounce can Garbanzo beans, drained, 2 tablespoons dried currants, 2 green onions, chopped, 1/2 teaspoon ground cumin, 1 cup whole wheat Israeli couscous, 1 orange, juice and zest, 1 tablespoon olive oil, parsley, 1/4 cup chopped pecans, toasted, 1 piece small red bell pepper, 1 teaspoon rice vinegar, Salt and pepper, to taste, 1/8 teaspoon smoked paprika",<ol><li>Prepare couscous according to package instructions. Meanwhile combine all remaining ingredients in a medium mixing bowl. Drain couscous and add to bowl while still hot. Thoroughly mix all ingredients. Taste and adjust seasonings. Serve warm.</li></ol>
Stuffed Lemons in the Oven,4,45,https://www.foodista.com/recipe/X6J8M4PM/stuffed-lemons-in-the-oven,https://img.spoonacular.com/recipes/662038-556x370.jpg,19.9,0.27,0.05,5.38,"2 Large unwaxed lemons, 4 fresh basil leaves, 2 anchovy fillets, 2 ripe cherry tomatoes, halved, salt & pepper","Preheat your oven to 400 F / 215 C Remove the ends of the lemons & discard them (dont cut in to deep - you want to keep a closed bottom). Then cut the lemons in half crossways, giving you little lemon bowls. Using a small knife, remove the lemon flesh, leaving you with 4 hollow lemon rind bowls. (Again you dont want to break-into the rind) Cut a piece of mozzarella to fit inside, then lay a basil leaf, half an anchovy fillet and half a cherry tomato on top with a pinch of salt & pepper and a little drizzle of good olive oil. Put another slice of mozzarella on top - the lemon should now be filled up. Do the same to the rest of the lemon bowls. Place on a baking sheet & cook in a preheated oven for 10 - 15 minutes, until golden & bubbling. Remove from the oven and serve immediately. To eat: scoop the mozzarella out and eat with the bread to soak up any juices!"
Best Buffalo Chicken Chili,10,45,https://www.foodista.com/recipe/C53B32ZC/best-buffalo-chicken-chili,https://img.spoonacular.com/recipes/634888-556x370.jpg,298.62,7.39,1.16,32.59,"1 (15 oz) black beans, drained, 2 (15 oz) cans tomato sauce, 2 large carrots, 3 stalks celery, 5 tablespoons of chili powder, 1 inch (15 oz) chili beans sauce (do not drain), 4 teaspoons garlic (salt or powder), 12 tablespoons ground cumin (IMPORTANT), 1/2 cup Frank's Hot Sauce, 1 tablespoon olive oil, 4 tablespoons paprika, 4 teaspoons red pepper, ground, salt and pepper to taste, 2 pounds boneless, skinless chicken breasts, 1 (15 oz) diced tomatoes","<ol><li>Put chicken breasts in food processor to grind up  if you can find ground chicken breast, you can use that too.  Heat oil and add ground chicken and cook about 10 minutes on medium heat until no longer pink.  Rinse out processor and add carrots, celery, garlic and red pepper and puree.  Add to chicken mixture and cook about 5 minutes until veggies start to soften.</li><li>Next add the rest of the ingredients, put stove on simmer and cook for 1 hour.</li><li>Nutrition Per Cup: 239 calories, 3.4 fat, 29 carbs, 7.5 fiber and 23.5 protein.</li><li>Good points:  low in saturated fat, high in fiber,  niacin, potassium, vitamin A, vitamin B6 and vitamin C!</li></ol>"
"Fall Farro Salad with Pomegranate, Walnut & Truffles",4,75,https://www.foodista.com/recipe/W4B5S88Y/fall-farro-salad-with-pomegranate-walnut-truffles,https://img.spoonacular.com/recipes/642556-556x370.jpg,722.36,46.53,9.48,60.66,"1/3 cup extra virgin olive oil, 8 ounces (250 gr) farro or spelt, parmesan shaved into ribbons, 1 pomegranate, 1 small head of radicchio sliced thinly, salt and pepper, 1 truffle mushroom, 2-3 tablespoons (30ml) vinegar, 4 ounces (100gr) toasted walnuts","<ol><li>In plenty of cold water boil farro until al dente (cooked but with a bite) - about 20-35 minutes. Feel free to add some vegetable scraps if available (unused piece of carrot, onion, celery, etc.) </li><li>Drain the farro in a colander &amp; remove vegetable scraps if used.  Allow to cool for a few minutes.</li><li>In a large separate bowl combine the farro with radicchio, nuts &amp; pomegranate seeds. Give it a good mix and season with salt &amp; pepper.</li><li>For the dressing: Drizzle over the salad a couple tablespoons of vinegar followed by three times the amount of extra virgin olive oil. </li><li>Give it another good mix.</li><li>To finish, give it a good shave of fresh truffles, if not available truffle salt or oil works well too. Top with a few pulls of a potato peeler across a wedge of parmesan.</li><li>Allow to sit for at least 20 minutes up to a day - it needs a little time for it to all come together.</li><li>Before serving - give it one last good stir, taste &amp; adjust the seasoning - making sure the dressing is balanced (not too vinegary or oily). </li></ol>"
Vegan Dirty Chai Pudding,6,45,https://www.foodista.com/recipe/LF744JQH/vegan-dirty-chai-espresso-pudding,https://img.spoonacular.com/recipes/664429-556x370.jpg,424.44,24.22,4.71,52.02,"Pudding, 4 large avocados, ripe, 1/2 cup agave nectar*, 2/3 cup unsweetened cocoa powder, 6 tbsp chocolate almond milk, 2 tsp vanilla, 2 pinches sea salt, 1 tsp fine espresso grounds, 1 tsp Chai Spice Blend, Chai Spice Blend (mix together), 2 tsp cinnamon, 2 tsp cardamom, 1 tsp ginger, 1/2 tsp nutmeg","Scoop the avocado into a food processor or blender. Measure in the agave nectar, cocoa powder, almond milk, vanilla and sea salt. Pulse and blend until silky smooth, scraping down sides as needed. Scrape into a large bowl and stir in the espresso grounds and chai spice mix. Taste and adjust espresso and chai flavoring as desired. Scoop into smaller ramekins, cover with plastic wrap and refrigerate for 30 minutes or overnight to set. Notes * Agave Nectar can be substituted with maple syrup. If you do this, you may need to decrease the amount of almond milk you use to keep the pudding thick."
Easy Slow Cooker Whole Chicken With Rosemary,6,430,https://www.pinkwhen.com/slow-cooker-rosemary-whole-chicken/,https://img.spoonacular.com/recipes/1062882-556x370.jpg,426.44,31.0,9.85,5.7,"1 4.5lb chicken, 1 tbsp olive oil extra virgin, 2 large lemons quartered, 1 medium onion halved, 1 tsp paprika, 1 tsp pepper, 1 bunch rosemary halved, 1 tsp salt, 2 tbsp butter unsalted, 1/2 cup water","InstructionsCombine all seasonings in a small bowl, reserving half of the rosemary. Baste the chicken with unsalted butter and olive oil and then cover with seasonings. Add half of the onion, lemons, and rosemary to the inner cavity of the chicken. Roll up three small lemon-sized balls of foil and place in the bottom of the slow cooker. Place half of lemons and onion with water into the bottom of the slow cooker. Add remaining rosemary to the top of the chicken.Cover and cook on low for 7-8 hours, or high for 4-5 hours."
Peppermint Patties,60,45,http://www.foodista.com/recipe/RPW2W6JB/peppermint-patties,https://img.spoonacular.com/recipes/655683-556x370.jpg,95.11,5.72,2.04,10.68,"1 cup butter or margarine, 1 pound confectioners sugar, 1/4 cup evaporated milk, 2 teaspoons peppermint extract, 12 ounces semi-sweet chocolate chips, 2 tablespoons shortening, 1/2 teaspoon vanilla extract","<ol><li>In bowl, combine sugar, butter, and extracts. Add milk and mix well. </li><li>Roll into 1"" balls and place on waxed paper lined cookie sheets. Chill for about 20 minutes. Flatten with glass to 1/4"" and chill another 20-30 minutes. </li><li>In microwave melt shortening and chocolate chips on high for about 1 minute. Dip patties into chocolate and place on waxed paper lined sheets to harden.</li></ol>"
Bacon Wrapped Breadsticks,4,45,https://www.foodista.com/recipe/2S352DNV/bacon-wrapped-breadsticks,https://img.spoonacular.com/recipes/633330-556x370.jpg,263.68,19.84,8.59,6.69,"6 slices bacon, 1 teaspoon of cayenne pepper, 2 teaspoons garlic salt or powder, 24 long breadsticks, 1/2 teaspoon of freshly grated nutmeg, 1 cup grated parmesan, You will also need: parchment paper","<ol><li>Preheat oven to 350</li><li>Line cookie sheet with parchment paper.</li><li>In a medium size mixing bowl, combine the parmesan, garlic salt, cayenne and nutmeg.</li><li>GENTLY wrap each breadstick with a slice of bacon (so breadsticks dont break), then place wrapped bread sticks on a cookie sheet lined with parchment paper. If you break one, just cut bacon to fit and add to sheet. No one will care if the pieces are small.</li><li>Bake for 15 minutes or until bacon is cooked to your liking.</li><li>Next, roll the breadsticks in cheese & spices. Do this while bacon and breadsticks are still warm, then set aside and let cool. (Peter loves this part!)</li><li>Can be made a day ahead and even taste great cold (hey, its bacon)!</li></ol>"
Easy Eclairs,6,45,https://www.foodista.com/recipe/5JFDVYRK/easy-eclairs,https://img.spoonacular.com/recipes/641955-556x370.jpg,816.51,50.3,28.4,72.76,"CHOUX PASTRY, 1/2 cup water, 1/2 cup full cream milk, 4 ounces butter, 1 tablespoon sugar, 1/2 teaspoon salt, 1 cup plain flour, 4 eggs, PASTRY CREAM, 2 cups milk, 1/2 cup sugar, 6 egg yolks, 2 tablespoons cornstarch, cup cream, 50 grams dark chocolate, chopped, GANACHE, GANACHE","CHOUX PASTRY Preheat oven to 180C. Line a baking tray with parchment or a baking mat. Combine water, milk, butter, sugar and salt in a saucepan and bring to a boil over medium heat. Stir in flour quickly and cook over low heat, stirring constantly until mixture pulls away from sides of pan cleanly and forms a ball. Transfer dough into a mixing bowl and using an electric mixer, beat on low speed to cool slightly, about 3 mins. Add eggs, one at a time, beating well after each addition. Cover bowl with plastic wrap and chill for at least 30 mins in the fridge. Dough may be stored, covered, for up to 24 hours in the fridge. Remove dough from fridge and fill into a piping bag. From this point on, you can pipe into rounds using a nozzle of your choice or cut a hole of about  1 1/2 cm at the tip of the piping bag and pipe into little logs of about 5 cm in length.... or longer if you want a bigger eclair. Bake in preheated oven for about 20 - 25 mins or until golden brown. Remove from oven and using the tip of a small knife (I used a chopstick), pierce a small hole to allow the steam to escape. This prevents the eclairs from going soggy on the inside. You can also do this step and place it into the oven for another 2 mins to dry it out. Allow to cool on a rack. PASTRY CREAM Place all ingredients into a saucepan and whisk until evenly combined. Place saucepan over medium heat and bring to a slow boil, stirring continuously. When mixture thickens into a paste, remove from heat. Transfer pastry cream into a clean, dry bowl and cover with plastic wrap to prevent a skin from forming. Allow to cool and then place in fridge until fully chilled. Note: pastry cream will thicken slightly when chilled. Use within 2 days. When chilled, fill pastry cream into piping bag fitted with a tube nozzle and fill eclairs through the hole/slit you have made earlier. Dip or drizzle the top of filled eclairs with chocolate ganache. Sprinkle with powdered sugar if desired. GANACHE Heat cream over medium heat in a saucepan until just about boiling. Do not boil. Remove from heat. Mix in chocolate pieces and stir until all chocolate has melted. Leave to cool. (Ganache will thicken when cooled). Can be kept in fridge. Remove and stand container in a bowl of warm water to soften before re-using."
